avonet_species_name,species,name_change,Order,status,IslandEndemic,Volancy,Mass,HWI,Habitat.x,Trophic.Level,Trophic.Niche,LAT,Beak.Length.culmen,Beak.Length.nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Tail.Length,Family,RedlistCategory,Threat,LogRangeSize,LogBodyMass,Diet,Foraging,Migration,MatingSystem,NestPlacement,Territoriality,Habitat.y,IslandDwelling,LogClutchSize,LogNightLights,LogHumanPopulationDensity
Riparia riparia,Riparia riparia,0,Passeriformes,LC,No,Volant,12.7,53,Riverine,Carnivore,Invertivore,54.72,9.4,5,3.7,2.5,10.5,101.8,54,47.9,47.2,Hirundinidae,LC,0,17.41543624,2.540025949,Invertebrates,AerialScreaning,Migratory,NonCooperative,Cavity,none,Terrestrial,No,1.504077397,1.187717811,3.277144733
Pagodroma nivea,Pagodroma nivea,0,Procellariiformes,LC,No,Volant,268,62.8,Marine,Carnivore,Aquatic predator,-62.26,23.6,14.9,4.9,7,32,247.6,151.8,89.8,105.4,Procellariidae,LC,0,17.39897095,5.590986981,AquaticAnimals,AerialScreaning,PartiallyMigratory,NonCooperative,Cavity,weak,Sea,No,0,0.472870805,0
Anas platyrhynchos,Anas platyrhynchos,0,Anseriformes,LC,No,Volant,843.4,50.7,Wetland,Herbivore,Herbivore aquatic,51.63,58.5,41,20.8,17.8,40.6,263.4,133.5,129.9,86.9,Anatidae,LC,0,17.39280959,6.737465055,AquaticPlants,AquaticSurface,PartiallyMigratory,NonCooperative,ExposedGround,none,Wetland,No,2.397895273,1.243367397,3.449987546
Ardea purpurea,Ardea purpurea,0,Pelecaniformes,LC,No,Volant,1064.5,33.9,Wetland,Carnivore,Aquatic predator,14.68,125.9,102.5,13.6,19.6,117.5,349.7,118.2,230.8,113.2,Ardeidae,LC,0,17.36854346,6.970241696,AquaticAnimals,GroundForaging,Migratory,NonCooperative,ExposedElevated,none,Wetland,No,1.609437912,1.22338177,4.774068722
Passer domesticus,Passer domesticus,0,Passeriformes,LC,No,Volant,26.5,27.3,Human Modified,Herbivore,Granivore,46.32,13.5,9.1,6.3,7.4,17.9,74.9,20.4,54.4,57.2,Passeridae,LC,0,17.36387518,3.27752202,Seeds,GroundForaging,Sedentary,Cooperative,Cavity,none,Terrestrial,No,1.504077397,1.269823432,4.141546164
Pterodroma brevipes,Pterodroma brevipes,0,Procellariiformes,VU,Yes,Volant,147.1,64.6,Marine,Carnivore,Aquatic predator,-9.68,24.8,18.4,5.7,6.8,27.6,212.2,136,74.5,95.4,Procellariidae,VU,1,17.35417295,4.990772665,AquaticAnimals,AerialScreaning,PartiallyMigratory,NonCooperative,Cavity,none,Sea,No,0,0.4949232,4.119037175
Charadrius dubius,Charadrius dubius,0,Charadriiformes,LC,No,Volant,38.7,51,Wetland,Carnivore,Aquatic predator,43.86,16.1,9.3,2.6,3.1,23.2,114.8,57.2,55,55.6,Charadriidae,LC,0,17.33067845,3.6558396,AquaticAnimals,GroundForaging,Migratory,NonCooperative,ExposedGround,weak,Wetland,No,1.252762968,1.274679442,4.511957804
Fulica atra,Fulica atra,0,Gruiformes,LC,No,Volant,717.1,39.6,Wetland,Herbivore,Herbivore aquatic,36.45,37.7,16.5,5.6,10.5,57,198.2,78.6,120,53.9,Rallidae,LC,0,17.32650827,6.575243191,AquaticPlants,GroundForaging,Sedentary,Cooperative,ExposedGround,weak,Wetland,No,1.704748092,1.259940787,4.282206299
Eremophila alpestris,Eremophila alpestris,0,Passeriformes,LC,No,Volant,33.3,38.6,Grassland,Omnivore,Omnivore,53.86,13.9,9.2,4.2,5,23.5,108.1,41.7,66.2,71.4,Alaudidae,LC,0,17.32069051,3.506457892,Seeds,GroundForaging,Migratory,NonCooperative,ExposedGround,weak,Terrestrial,No,1.252762968,1.067789972,2.791165108
Alauda arvensis,Alauda arvensis,0,Passeriformes,LC,No,Volant,37.3,33.6,Grassland,Omnivore,Omnivore,53.41,14.6,8.8,4.4,4.7,23.6,106.7,36,70.8,67.6,Alaudidae,LC,0,17.31261663,3.619261387,Generalist,GroundForaging,PartiallyMigratory,NonCooperative,ExposedGround,weak,Terrestrial,No,1.386294361,1.25743343,3.983413002
Pterodroma feae,Pterodroma feae,0,Procellariiformes,NT,No,Volant,311,65.7,Marine,Carnivore,Aquatic predator,27.66,29,19.4,8.1,10.2,32.5,255,169.2,88.2,110.8,Procellariidae,NT,0,17.29535256,5.739792912,AquaticAnimals,AerialScreaning,PartiallyMigratory,NonCooperative,Cavity,none,Sea,No,0,0.562341325,5.639421715
Calonectris leucomelas,Calonectris leucomelas,0,Procellariiformes,NT,No,Volant,580,61,Marine,Carnivore,Aquatic predator,6.96,48.9,39.1,9.7,12.2,48.2,319.2,195,124.2,131.8,Procellariidae,NT,0,17.29217783,6.363010862,AquaticAnimals,AquaticSurface,Migratory,NonCooperative,Cavity,none,Sea,No,0,0.651355562,5.639777145
Puffinus assimilis,Puffinus assimilis,0,Procellariiformes,LC,No,Volant,226,55.3,Marine,Carnivore,Aquatic predator,-38.07,28.3,17.8,4.3,5.6,36,179.8,97.8,79,67.4,Procellariidae,LC,0,17.29023437,5.420534999,AquaticAnimals,AquaticPlunge,PartiallyMigratory,NonCooperative,Cavity,none,Sea,No,0,0.472870805,4.175924549
Pica pica,Pica pica,0,Passeriformes,LC,No,Volant,217.5,22.9,Human Modified,Omnivore,Omnivore,48.8,40.8,26.1,12.4,13.7,49.1,194.5,44.6,149.9,237.4,Corvidae,LC,0,17.28350964,5.382106892,Generalist,GroundForaging,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.704748092,1.272258388,4.219507705
Bubo bubo,Bubo bubo,0,Strigiformes,LC,No,Volant,2668.5,33,Rock,Carnivore,Vertivore,49.31,50.4,26.6,17.9,26,79.9,438.5,144.8,293.8,244.5,Strigidae,LC,0,17.28017027,7.889275543,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.098612289,1.150163317,3.891820298
Accipiter gentilis,Accipiter gentilis,0,Accipitriformes,LC,No,Volant,866,36.3,Forest,Carnivore,Vertivore,54.91,33.7,19.6,11.6,18,67.3,337.6,122.6,215,241.1,Accipitridae,LC,0,17.27413279,6.763931097,Vertebrates,AerialSallying,PartiallyMigratory,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.252762968,1.161496344,3.169685581
Thalassarche impavida,Thalassarche impavida,0,Procellariiformes,VU,No,Volant,3202.9,64.5,Marine,Carnivore,Aquatic predator,-46.31,109.7,78.4,19.3,34.6,75.6,499,321.8,177.2,198,Diomedeidae,VU,1,17.27353972,8.071824417,AquaticAnimals,AquaticSurface,PartiallyMigratory,NonCooperative,ExposedGround,none,Sea,No,0,0.472870805,4.581901559
Oenanthe oenanthe,Oenanthe oenanthe,0,Passeriformes,LC,No,Volant,25.4,32.1,Grassland,Carnivore,Invertivore,56.46,17.9,9.9,3.7,3.7,27.3,95.1,30.5,64.6,56.7,Muscicapidae,LC,0,17.25840207,3.234355396,Invertebrates,AerialSallying,Migratory,NonCooperative,Cavity,weak,Terrestrial,No,1.704748092,1.112174306,3.104586678
Pterodroma pycrofti,Pterodroma pycrofti,0,Procellariiformes,VU,No,Volant,159,63.3,Marine,Carnivore,Aquatic predator,-2.99,22.5,17.9,5.3,6.4,26.9,214,135.5,78.5,90,Procellariidae,VU,1,17.25250293,5.068904202,AquaticAnimals,AerialScreaning,PartiallyMigratory,NonCooperative,Cavity,none,Sea,No,0,0.472870805,4.819474789
Sterna hirundo,Sterna hirundo,0,Charadriiformes,LC,No,Volant,129.2,67.3,Marine,Carnivore,Aquatic predator,50.38,44.5,24.2,3.8,7,19.5,253.3,170.6,82.6,129.8,Laridae,LC,0,17.22456742,4.86097452,AquaticAnimals,AquaticPlunge,Migratory,NonCooperative,ExposedGround,none,Sea,No,0.693147181,1.178662122,3.642835516
Procellaria parkinsoni,Procellaria parkinsoni,0,Procellariiformes,VU,No,Volant,702.2,58.6,Marine,Carnivore,Aquatic predator,-13.43,51,32.3,12.2,15,55.3,363,202,143,80,Procellariidae,VU,1,17.21328648,6.554218264,AquaticAnimals,AquaticSurface,Migratory,NonCooperative,Cavity,none,Sea,No,0,0.4949232,4.335982696
Circus cyaneus,Circus cyaneus,0,Accipitriformes,LC,No,Volant,393,44.7,Grassland,Carnivore,Vertivore,58.07,30.1,16,9.7,13,72.1,352.4,158.9,197.1,131.7,Accipitridae,LC,0,17.20482144,5.97375872,Vertebrates,AerialScreaning,Migratory,NonCooperative,ExposedGround,weak,Terrestrial,No,1.504077397,1.156680084,3.077312261
Pachyptila salvini,Pachyptila salvini,0,Procellariiformes,LC,No,Volant,159,59.4,Marine,Carnivore,Aquatic predator,-45.52,36.4,27.4,14.4,10.9,32.5,192.8,114.5,78.2,86.8,Procellariidae,LC,0,17.20296518,5.068904202,AquaticAnimals,AquaticSurface,PartiallyMigratory,NonCooperative,Cavity,none,Sea,No,0,0.472870805,4.643428898
Nesofregetta fuliginosa,Nesofregetta fuliginosa,0,Procellariiformes,EN,Yes,Volant,70,55.9,Marine,Carnivore,Aquatic predator,-13.01,21.9,10.3,4.7,5.3,44.6,197.6,110,86.8,99.8,Oceanitidae,EN,1,17.19753907,4.248495242,AquaticAnimals,AerialScreaning,Migratory,NonCooperative,Cavity,none,Sea,No,0,0.472870805,4.71492105
Galerida cristata,Galerida cristata,0,Passeriformes,LC,No,Volant,42.7,26.7,Grassland,Omnivore,Omnivore,34.48,19.8,13.7,4.7,5.4,24.8,103.4,27.7,75.8,62,Alaudidae,LC,0,17.16558091,3.753730426,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,1.386294361,1.266144523,4.412798293
Garrodia nereis,Garrodia nereis,0,Procellariiformes,LC,No,Volant,38.2,55.7,Marine,Carnivore,Aquatic predator,-48.05,16.4,7.5,2.9,4,31.6,125.2,69.4,55.1,65.6,Oceanitidae,LC,0,17.16362434,3.642835516,AquaticAnimals,AerialScreaning,PartiallyMigratory,NonCooperative,Cavity,none,Sea,No,0,0.472870805,3.206803244
Anas acuta,Anas acuta,0,Anseriformes,LC,No,Volant,944.6,57.8,Wetland,Herbivore,Herbivore aquatic,59.6,48.1,31.9,14.5,14.8,36.9,256.7,148.4,107.8,124.7,Anatidae,LC,0,17.16231232,6.85078273,AquaticPlants,AquaticSurface,Migratory,NonCooperative,ExposedGround,none,Wetland,No,2.197224577,0.979370361,2.041220329
Falco subbuteo,Falco subbuteo,0,Falconiformes,LC,No,Volant,208.2,57.8,Woodland,Carnivore,Invertivore,50.34,17.9,12.4,10.4,11.8,31.7,260.7,150.2,110,129.2,Falconidae,LC,0,17.15681672,5.338355054,Invertebrates,AerialScreaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,1.245960461,4.15575319
Cathartes aura,Cathartes aura,0,Cathartiformes,LC,No,Volant,1518.2,26.9,Human Modified,Scavenger,Scavenger,6.76,51.5,27.6,14.3,17.2,54,508.5,135.6,369,244,Cathartidae,LC,0,17.15516156,7.325307048,Ca,GroundForaging,PartiallyMigratory,NonCooperative,Cavity,none,Terrestrial,No,0.693147181,1.263673986,3.384390263
Pandion haliaetus,Pandion haliaetus,0,Accipitriformes,LC,No,Volant,1483.2,44.9,Marine,Carnivore,Aquatic predator,49.18,47,27.7,17.3,19.6,49.8,468.4,204.8,253,201.3,Pandionidae,LC,0,17.14337763,7.301957195,AquaticAnimals,AerialScreaning,Migratory,NonCooperative,ExposedElevated,weak,Sea,No,0.916290732,1.131646962,3.161246712
Ixobrychus minutus,Ixobrychus minutus,0,Pelecaniformes,LC,No,Volant,99.5,37.2,Wetland,Carnivore,Aquatic predator,22.56,57.2,39.4,6.1,8.9,48.4,142.6,52.3,88.2,47.6,Ardeidae,LC,0,17.13805148,4.600057137,AquaticAnimals,GroundForaging,Migratory,NonCooperative,ExposedElevated,none,Wetland,No,1.704748092,1.187717811,3.867025639
Asio otus,Asio otus,0,Strigiformes,LC,No,Volant,296.6,41.2,Forest,Carnivore,Vertivore,50.73,28.3,14.9,8.8,12.5,40.1,280.7,115.5,165.2,137,Strigidae,LC,0,17.13387587,5.692283278,Vertebrates,AerialScreaning,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.791759469,1.256174106,3.62700405
Dendrocygna viduata,Dendrocygna viduata,0,Anseriformes,LC,No,Volant,690,28,Wetland,Herbivore,Herbivore aquatic,-6.68,48.1,30.7,15.7,14.1,47.9,214.3,58.6,151.6,67.1,Anatidae,LC,0,17.12658256,6.536677105,AquaticPlants,ForagingGeneralist,PartiallyMigratory,NonCooperative,ExposedGround,none,Wetland,No,2.140066163,1.042246635,3.529297384
Fulmarus glacialis,Fulmarus glacialis,0,Procellariiformes,LC,No,Volant,611.9,51.1,Marine,Carnivore,Aquatic predator,64.81,41.3,23.6,11.9,14.4,48.8,321.1,162.5,155,134.9,Procellariidae,LC,0,17.1201754,6.416634238,AquaticAnimals,AquaticSurface,Migratory,NonCooperative,ExposedElevated,none,Sea,No,0,0.562341325,4.092676505
Athene noctua,Athene noctua,0,Strigiformes,LC,No,Volant,168.9,31.8,Human Modified,Carnivore,Omnivore,40.42,18.8,11.6,7.8,11.4,32.6,157,50,107,74.2,Strigidae,LC,0,17.10130583,5.12942523,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.504077397,1.253644034,4.079230924
Falco sparverius,Falco sparverius,0,Falconiformes,LC,No,Volant,114.6,43.7,Grassland,Carnivore,Omnivore,22.05,17.1,11,8.4,10.1,33.7,182.4,77.9,100.1,126.5,Falconidae,LC,0,17.0979409,4.741535061,Vertebrates,AerialSallying,Migratory,NonCooperative,Cavity,weak,Terrestrial,No,1.609437912,1.253644034,3.254242969
Sula leucogaster,Sula leucogaster,0,Suliformes,LC,No,Volant,1288.8,59.3,Marine,Carnivore,Aquatic predator,-0.85,100.9,86.9,20.5,30.1,35.7,388.6,232,159,204.4,Sulidae,LC,0,17.09655211,7.16148235,AquaticAnimals,AquaticPlunge,PartiallyMigratory,NonCooperative,ExposedElevated,none,Sea,No,0.405465108,0.562341325,4.732683506
Elanus caeruleus,Elanus caeruleus,0,Accipitriformes,LC,No,Volant,259.8,45.2,Grassland,Carnivore,Vertivore,3.69,30.9,16,9.2,11.3,32.1,286.3,132.1,160.2,127.7,Accipitridae,LC,0,17.09506279,5.5597581277945904,Vertebrates,AerialScreaning,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.386294361,1.128180928,4.579852378
Parus major,Parus major,0,Passeriformes,LC,No,Volant,16.3,18.7,Woodland,Omnivore,Invertivore,44.04,11.3,8,4,4.3,17.4,70.9,13.3,57.7,61.2,Paridae,LC,0,17.09258461,2.788092909,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,2.140066163,1.293568728,4.183575696
Pterodroma madeira,Pterodroma madeira,0,Procellariiformes,EN,Yes,Volant,201.1,53.9,Marine,Carnivore,Aquatic predator,17,32.3,20.6,7.8,9.7,32.3,253,135.7,117.3,110,Procellariidae,EN,1,17.08285265,5.303553633,AquaticAnimals,AerialScreaning,PartiallyMigratory,NonCooperative,Cavity,none,Sea,No,0,0.53182959,5.948034989
Delichon urbicum,Delichon urbicum,0,Passeriformes,LC,No,Volant,14.5,54.3,Human Modified,Carnivore,Invertivore,51.81,10.7,4.8,3.7,2.9,11.3,108.1,58.9,49.5,61.3,Hirundinidae,LC,0,17.07630082,2.674148649,Invertebrates,AerialScreaning,Migratory,NonCooperative,Cavity,none,Terrestrial,No,1.504077397,1.227457501,3.549617387
Actitis hypoleucos,Actitis hypoleucos,0,Charadriiformes,LC,No,Volant,48,48,Wetland,Carnivore,Aquatic predator,55.26,30.1,19.9,3.1,4,22.4,109.9,51.1,55.4,57.4,Scolopacidae,LC,0,17.06801362,3.871201011,AquaticAnimals,GroundForaging,Migratory,NonCooperative,ExposedGround,weak,Wetland,No,1.386294361,1.153435507,3.254242969
Alcedo atthis,Alcedo atthis,0,Coraciiformes,LC,No,Volant,31.1,26.9,Riverine,Carnivore,Aquatic predator,39.55,42.2,32.5,5.7,7.4,9.9,73.3,19.3,52.6,32.3,Alcedinidae,LC,0,17.03392228,3.436886224,AquaticAnimals,AerialSallying,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.871802177,1.389719681,4.978800571
Rostratula benghalensis,Rostratula benghalensis,0,Charadriiformes,LC,No,Volant,121,31.6,Wetland,Omnivore,Aquatic predator,6.53,52,39.8,4.3,6.7,44.4,127.6,38.5,83.5,42,Rostratulidae,LC,0,17.0323016,4.795790546,AquaticAnimals,GroundForaging,PartiallyMigratory,NonCooperative,ExposedGround,weak,Wetland,No,1.252762968,1.222014097,4.904533763
Mergus merganser,Mergus merganser,0,Anseriformes,LC,No,Volant,1451,46,Riverine,Carnivore,Aquatic predator,54.96,69.4,38.4,10.4,11.7,50.9,270.8,123.8,145.7,107.2,Anatidae,LC,0,17.02580651,7.280022036,AquaticAnimals,AquaticDive,Migratory,NonCooperative,Cavity,weak,Terrestrial,No,2.302585093,1.007417072,2.163323026
Apus apus,Apus apus,0,Caprimulgiformes,LC,No,Volant,37.6,71.6,Human Modified,Carnivore,Invertivore,48.52,10.2,4.3,4,2.8,8.8,161.3,120.2,48.1,67.4,Apodidae,LC,0,17.02551491,3.62700405,Invertebrates,AerialScreaning,Migratory,NonCooperative,Cavity,none,Terrestrial,No,0.916290732,1.301578824,3.935739532
Loxia curvirostra,Loxia curvirostra,0,Passeriformes,LC,No,Volant,38.3,37.6,Forest,Herbivore,Granivore,52.38,19,16.1,6.8,11.4,16.6,96,36,59.6,57.3,Fringillidae,LC,0,17.01179617,3.645188765,Seeds,ArborealGleaning,PartiallyMigratory,NonCooperative,ExposedElevated,none,Terrestrial,No,1.252762968,1.146862958,3.08190997
Bubo virginianus,Bubo virginianus,0,Strigiformes,LC,No,Volant,1354.5,30.4,Forest,Carnivore,Vertivore,34.04,44.7,24.7,17.8,25.4,75.4,371.2,112.7,258.5,197,Strigidae,LC,0,17.01116303,7.362454897,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.693147181,1.248537435,3.198673118
Dendrocopos major,Dendrocopos major,0,Piciformes,LC,No,Volant,74.9,29.3,Woodland,Omnivore,Omnivore,51.97,27.9,21.8,9.3,8.7,23.9,136.2,40.8,98.5,88,Picidae,LC,0,17.01042406,4.316687793,Generalist,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.791759469,1.30609043,4.183575696
Lagopus lagopus,Lagopus lagopus,0,Galliformes,LC,No,Volant,566.9,39,Grassland,Herbivore,Herbivore terrestrial,62.32,22.8,11.5,9.1,10.8,35.6,195.6,75.7,118.3,108.8,Phasianidae,LC,0,17.00625982,6.34011236,TerrestrialPlants,GroundForaging,Sedentary,NonCooperative,ExposedGround,none,Terrestrial,No,2.251291799,0.908086519,1.740466175
Ceryle rudis,Ceryle rudis,0,Coraciiformes,LC,No,Volant,84.4,34.5,Wetland,Carnivore,Aquatic predator,7.17,64.2,50.6,9.1,11.6,11,136.2,47.5,90,75.7,Alcedinidae,LC,0,16.98882835,4.435211888,AquaticAnimals,AerialSallying,Sedentary,Cooperative,Cavity,weak,Wetland,No,1.504077397,1.184722282,4.803201036
Thalassarche cauta,Thalassarche cauta,0,Procellariiformes,NT,No,Volant,3897.7,64.7,Marine,Carnivore,Aquatic predator,-36.56,130,94.1,24.4,40.6,84,566.2,366.2,200,213.2,Diomedeidae,NT,0,16.98813568,8.268141915,AquaticAnimals,AquaticSurface,PartiallyMigratory,NonCooperative,ExposedGround,none,Sea,No,0,0.4949232,4.957937505
Emberiza schoeniclus,Emberiza schoeniclus,0,Passeriformes,LC,No,Volant,18.4,21.1,Wetland,Herbivore,Omnivore,55.24,11.3,6.9,4,5.1,19.3,77.9,16.4,61.7,63.6,Emberizidae,LC,0,16.98655247,2.912350665,Seeds,GroundForaging,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Wetland,No,1.504077397,1.187717811,3.342861805
Plegadis falcinellus,Plegadis falcinellus,0,Pelecaniformes,LC,No,Volant,626.6,38.9,Wetland,Carnivore,Aquatic predator,-2.86,117.2,102.8,10.4,13.9,86.4,274.8,104.7,165.3,102.7,Threskiornithidae,LC,0,16.98143778,6.440324338,AquaticAnimals,GroundForaging,PartiallyMigratory,NonCooperative,ExposedElevated,none,Wetland,No,1.386294361,1.021778181,3.586292865
Mergus serrator,Mergus serrator,0,Anseriformes,LC,No,Volant,1015.2,49.3,Wetland,Carnivore,Aquatic predator,60.86,65,42.8,8.2,10.6,45.5,233.6,114.8,118,76.2,Anatidae,LC,0,16.97926635,6.922811365,AquaticAnimals,AquaticDive,Migratory,NonCooperative,ExposedGround,weak,Wetland,No,2.197224577,0.930604859,1.740466175
Accipiter nisus,Accipiter nisus,0,Accipitriformes,LC,No,Volant,220.8,35.5,Forest,Carnivore,Vertivore,54.67,19.6,11.4,8.4,10,53.6,207.4,74.2,134.3,155.5,Accipitridae,LC,0,16.97663686,5.397212024,Vertebrates,AerialSallying,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.504077397,1.242064758,3.650658241
Aegolius funereus,Aegolius funereus,0,Strigiformes,LC,No,Volant,137.2,31.5,Forest,Carnivore,Vertivore,57.12,18.2,11,7.9,10.5,23.4,169.1,53.2,115.9,102.5,Strigidae,LC,0,16.97649105,4.921293932,Vertebrates,AerialSallying,PartiallyMigratory,NonCooperative,Cavity,weak,Terrestrial,No,1.504077397,1.021778181,2.406945108
Carpodacus erythrinus,Carpodacus erythrinus,0,Passeriformes,LC,No,Volant,24,30.8,Shrubland,Herbivore,Granivore,54.13,12,8,6.8,7.9,16.4,80.2,24.7,55.8,58.6,Fringillidae,LC,0,16.97493274,3.176803048,Seeds,ArborealGleaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.609437912,1.063659179,3.157000421
Accipiter badius,Accipiter badius,0,Accipitriformes,LC,No,Volant,131.2,32.9,Shrubland,Carnivore,Vertivore,8.23,20.6,12.1,8.8,11.6,43,186.7,62.5,127.4,140.6,Accipitridae,LC,0,16.92441788,4.876341706,Vertebrates,AerialSallying,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,1.145202037,4.646312129
Pterodroma alba,Pterodroma alba,0,Procellariiformes,EN,Yes,Volant,259,66,Marine,Carnivore,Aquatic predator,-11.3,26.3,21.7,7.9,9.2,31.2,266.2,176,90.2,101.2,Procellariidae,EN,1,16.91968533,5.556828062,AquaticAnimals,AerialScreaning,PartiallyMigratory,NonCooperative,ExposedGround,none,Sea,No,0,0.472870805,5.060060177
Apus affinis,Apus affinis,0,Caprimulgiformes,LC,No,Volant,22.6,66,Human Modified,Carnivore,Invertivore,2.45,8.5,3.9,5.6,2.8,10.3,126.5,81.7,42.1,41.5,Apodidae,LC,0,16.91393015,3.116621591,Invertebrates,AerialScreaning,Migratory,Cooperative,Cavity,none,Terrestrial,No,0.693147181,1.10297439,4.393213824
Bucephala clangula,Bucephala clangula,0,Anseriformes,LC,No,Volant,918.6,51.4,Wetland,Carnivore,Aquatic predator,58.51,38.1,17.7,16.1,11.9,34.1,208.7,105.4,99.4,82,Anatidae,LC,0,16.91065237,6.822807226,AquaticAnimals,AquaticDive,Migratory,NonCooperative,Cavity,none,Wetland,No,2.251291799,0.968546928,2.066862759
Garrulus glandarius,Garrulus glandarius,0,Passeriformes,LC,No,Volant,159.5,19.4,Forest,Omnivore,Omnivore,51.02,33,19.9,9,11.6,39.1,181.1,35.4,147.3,150.2,Corvidae,LC,0,16.90238811,5.071793107,Generalist,ArborealGleaning,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.609437912,1.38031007,4.483002552
Troglodytes troglodytes,Troglodytes troglodytes,0,Passeriformes,LC,No,Volant,9.7,15.7,Forest,Carnivore,Invertivore,46.78,13.8,8.1,2.5,2.7,17.6,48.5,7.6,40.7,30.5,Troglodytidae,LC,0,16.89792047,2.276241118,Invertebrates,ArborealGleaning,Migratory,NonCooperative,Cavity,weak,Terrestrial,No,1.871802177,1.375532185,4.25561271
Pelecanoides urinatrix,Pelecanoides urinatrix,0,Procellariiformes,LC,No,Volant,152.1,47.7,Marine,Carnivore,Aquatic predator,-46.17,28.1,13.1,6.4,7.2,23.9,121.7,56.8,62.2,39,Procellariidae,LC,0,16.89313009,5.02427518,AquaticAnimals,AquaticDive,PartiallyMigratory,NonCooperative,Cavity,none,Sea,No,0,0.4949232,4.324132656
Podilymbus podiceps,Podilymbus podiceps,0,Podicipediformes,LC,No,Volant,411.9,34,Wetland,Carnivore,Aquatic predator,21.61,28.8,14.1,5.4,10.6,37.1,125.6,41.8,81.1,32.6,Podicipedidae,LC,0,16.8771288,6.020853432,AquaticAnimals,AquaticDive,PartiallyMigratory,NonCooperative,ExposedGround,strong,Wetland,No,1.704748092,1.327975606,3.561046083
Coturnix coturnix,Coturnix coturnix,0,Galliformes,LC,No,Volant,96.3,41,Human Modified,Herbivore,Granivore,44.69,15.6,7.7,5.5,5.2,24.5,106.2,43.2,62.4,38.3,Phasianidae,LC,0,16.87327537,4.567260613,Seeds,GroundForaging,Migratory,NonCooperative,ExposedGround,none,Terrestrial,No,2.351375257,1.303840481,4.216562195
Coragyps atratus,Coragyps atratus,0,Cathartiformes,LC,No,Volant,1881.7,14.3,Human Modified,Omnivore,Scavenger,-4.79,60,35,14.8,16.1,76.1,410.1,58.4,352.6,180,Cathartidae,LC,0,16.86818056,7.539925588,Ca,GroundForaging,PartiallyMigratory,NonCooperative,Cavity,none,Terrestrial,No,0.693147181,1.205231888,3.374168709
Pachyptila turtur,Pachyptila turtur,0,Procellariiformes,LC,No,Volant,137,55.1,Marine,Carnivore,Aquatic predator,-43.56,25.6,18.1,7.6,7.4,30,173.8,95.8,78,81.2,Procellariidae,LC,0,16.85889433,4.919980926,AquaticAnimals,AquaticSurface,PartiallyMigratory,NonCooperative,Cavity,none,Sea,No,0,0.53182959,4.104294893
Certhia familiaris,Certhia familiaris,0,Passeriformes,LC,No,Volant,9,19.2,Forest,Omnivore,Invertivore,51.19,18.1,12.2,2,2.6,14.6,64.5,12.4,52.2,60.3,Certhiidae,LC,0,16.85521021,2.197224577,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.504077397,1.226103437,3.64805746
Anas crecca,Anas crecca,0,Anseriformes,LC,No,Volant,341.9,53.5,Wetland,Herbivore,Herbivore aquatic,58.18,35.8,29.6,12.1,11.4,25.9,180.4,96.6,83.8,61.2,Anatidae,LC,0,16.85459441,5.834489048,AquaticPlants,AquaticSurface,PartiallyMigratory,NonCooperative,ExposedGround,none,Wetland,No,2.251291799,1.117586507,2.965273066
Sitta europaea,Sitta europaea,0,Passeriformes,LC,No,Volant,20.4,23.8,Forest,Carnivore,Invertivore,52.64,20.9,13.6,4.8,4.6,20.2,85.4,20.3,65,46.8,Sittidae,LC,0,16.83646423,3.01406323,Invertebrates,ForagingGeneralist,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,2.014903021,1.318262007,4.325456283
