order,family,species,IUCN_status,origin,latitude,longitude,elevation,acclimated,life_stage_acclimated,acclimation_temp,acclimation_time,life_stage_tested,metric,endpoint,medium_test_temp,start_temp,ramping,photoperiod,mean_UTL,n_UTL
Anura,Leptodactylidae,Pleurodema thaul,LC,wild,-27.1,-69.88333333,1702,acclimated,adults,10,14,adults,CTmax,LRR,ambient,30,0.8,12,39.148,90
Anura,Leptodactylidae,Pleurodema thaul,LC,wild,-27.1,-69.88333333,1702,acclimated,adults,20,14,adults,CTmax,LRR,ambient,30,0.8,12,38.56,90
Anura,Leptodactylidae,Pleurodema thaul,LC,wild,-40.65,-72.16666667,411,acclimated,adults,10,14,adults,CTmax,LRR,ambient,30,0.8,12,36.842,40
Anura,Leptodactylidae,Pleurodema thaul,LC,wild,-40.65,-72.16666667,411,acclimated,adults,20,14,adults,CTmax,LRR,ambient,30,0.8,12,37.636,40
Anura,Bufonidae,Anaxyrus americanus,LC,wild,41.68786944,-80.42608056,333,acclimated,larvae,20,4.5,larvae,CTmax,prodding,water,20,0.05,12,40.7,15
Anura,Hylidae,Hyla versicolor,LC,wild,41.6911,-80.49918611,317,acclimated,larvae,20,4.5,larvae,CTmax,prodding,water,20,0.05,12,41.7,15
Anura,Hylidae,Pseudacris crucifer,LC,wild,41.56905556,-80.45250833,371,acclimated,larvae,20,4.5,larvae,CTmax,prodding,water,20,0.05,12,39.4,15
Anura,Ranidae,Rana cascadae,NT,wild,44.48064167,-121.9943556,1139,acclimated,larvae,20,4.5,larvae,CTmax,prodding,water,20,0.05,12,37.8,15
Anura,Ranidae,Rana luteiventris,LC,wild,46.73545833,-116.9211167,863,acclimated,larvae,20,4.5,larvae,CTmax,prodding,water,20,0.05,12,37.9,15
Anura,Ranidae,Rana sphenocephala,LC,wild,34.91055556,-76.9875,10,acclimated,larvae,20,4.5,larvae,CTmax,prodding,water,20,0.05,12,40.1,15
Anura,Hylidae,Hylomantis aspera,LC,wild,-14.6475,-39.221,105,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,39.1,2
Anura,Alytidae,Alytes cisternasii,LC,wild,37.7929,-6.0799,442,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,37.8,16
Anura,Alytidae,Alytes dickhilleni,VU,wild,37.0462,-3.5594,1335,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,38,16
Anura,Alytidae,Alytes obstetricans,LC,wild,43.3202,-4.9304,592,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,37.6,16
Anura,Bufonidae,Bufotes boulengeri,LC,wild,34.6696,-2.4216,622,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,41.2,14
Anura,Bufonidae,Barbarophryne brongersmai,NT,wild,29.6747,-9.3254,500,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,40.1,16
Anura,Bufonidae,Bufo bufo,LC,wild,37.4974,-4.3686,960,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,37.9,16
Anura,Bufonidae,Epidalea calamita,LC,wild,37.7912,-6.078,451,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,40.3,15
Anura,Ceratophryidae,Ceratophrys aurita,LC,wild,-13.9223,-41.1176,376,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,41,2
Anura,Hylidae,Dendropsophus branneri,LC,wild,-14.5932,-39.0626,6,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,41.8,1
Anura,Hylidae,Dendropsophus elegans,LC,wild,-14.796,-39.1727,35,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,40.8,2
Anura,Hylidae,Dendropsophus haddadi,LC,wild,-14.796,39.1727,35,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,39.6,9
Anura,Hylidae,Dendropsophus novaisi,DD,wild,-13.9219,-41.116,373,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,43.3,24
Anura,Alytidae,Discoglossus galganoi,LC,wild,43.4274,-5.5735,573,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,38.8,16
Anura,Alytidae,Discoglossus pictus,LC,wild,41.8311,2.7191,102,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,39.1,16
Anura,Alytidae,Discoglossus scovazzi,LC,wild,35.864,-5.3818,189,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,38.3,16
Anura,Hylidae,Hyla arborea,LC,wild,42.9847,-5.926,1581,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,39.9,16
Anura,Hylidae,Hyla meridionalis,LC,wild,37.9939,-4.9014,580,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,39.4,16
Anura,Hylidae,Hypsiboas albomarginatus,LC,wild,-13.8923,-39.2299,265,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,41.4,2
Anura,Hylidae,Hypsiboas faber,LC,wild,-15.4219,-39.5412,175,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,41.6,11
Anura,Leptodactylidae,Leptodactylus fuscus,LC,wild,-14.6662,-39.0718,7,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,43.6,12
Anura,Leptodactylidae,Leptodactylus latrans,LC,wild,-14.5932,-39.0626,6,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,41.7,4
Anura,Pelobatidae,Pelobates cultripes,VU,wild,37.783,-6.0846,509,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,39,16
Anura,Pelodytidae,Pelodytes ibericus,LC,wild,37.6692,-8.2629,149,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,36.8,11
Anura,Pelodytidae,Pelodytes punctatus,LC,wild,38.4917,-2.7019,791,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,37.6,16
Anura,Hylidae,Phasmahyla spectabilis,DD,wild,-15.4178,-39.5457,252,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,38.9,11
Anura,Hylidae,Phyllodytes luteolus,LC,wild,-15.0879,-38.9989,6,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,40.9,9
Anura,Hylidae,Phyllodytes melanomystax,LC,wild,-14.6834,-39.0688,9,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,42,5
Anura,Hylidae,Phyllomedusa rohdei,LC,wild,-14.796,-39.1727,35,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,41.1,5
Anura,Leptodactylidae,Physalaemus camacan,DD,wild,-14.591,-39.0629,17,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,40.8,12
Anura,Leptodactylidae,Physalaemus erikae,LC,wild,-14.7962,-39.1726,35,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,41,6
Anura,Pipidae,Pipa carvalhoi,LC,wild,-14.7947,-39.1736,32,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,40.8,12
Caudata,Salamandridae,Pleurodeles waltl,NT,wild,37.783,-6.0846,509,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,37.4,8
Anura,Ranidae,Pelophylax perezi,LC,wild,37.783,-6.0846,509,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,40.5,9
Anura,Ranidae,Rana temporaria,LC,wild,43.371,-4.8095,477,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,37.5,14
Anura,Bufonidae,Rhinella crucifer,LC,wild,-15.4219,-39.5412,175,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,41.8,2
Anura,Bufonidae,Rhinella hoogmoedi,LC,wild,-14.5896,-39.0636,15,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,39.4,21
Anura,Bufonidae,Rhinella diptycha,DD,wild,-13.9758,-41.1116,351,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,42.6,12
Caudata,Salamandridae,Salamandra salamandra,LC,wild,37.9175,-6.569,653,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,35.3,16
Anura,Hylidae,Scinax agilis,LC,wild,-14.6662,-39.0718,7,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,42.5,10
Anura,Hylidae,Scinax eurydice,LC,wild,-14.6094,-39.0612,7,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,42.4,25
Anura,Hylidae,Scinax strigilatus,DD,wild,-14.5896,-39.0636,15,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,38.3,12
Anura,Hylidae,Sphaenorhynchus prasinus,LC,wild,-14.796,-39.1727,35,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,41.3,15
Anura,Hylidae,Trachycephalus mesophaeus,LC,wild,-14.796,-39.1727,35,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,41,4
Caudata,Salamandridae,Triturus pygmaeus,NT,wild,37.9735,-4.8482,464,acclimated,larvae,20,3.5,larvae,CTmax,prodding,water,20,0.25,12,37.1,14
Caudata,Plethodontidae,Desmognathus carolinensis,LC,wild,NA,NA,NA,acclimated,adults,14,NA,adults,CTmax,LRR,water,NA,0.5,12,32.2,8
Caudata,Plethodontidae,Desmognathus fuscus,LC,wild,NA,NA,NA,acclimated,adults,14,NA,adults,CTmax,LRR,water,NA,0.5,12,33.1,20
Caudata,Plethodontidae,Desmognathus monticola,LC,wild,NA,NA,NA,acclimated,adults,14,NA,adults,CTmax,LRR,water,NA,0.5,12,33.1,24
Caudata,Plethodontidae,Desmognathus ochrophaeus,LC,wild,NA,NA,NA,acclimated,adults,14,NA,adults,CTmax,LRR,water,NA,0.5,12,33.1,36
Caudata,Plethodontidae,Desmognathus ocoee,LC,wild,NA,NA,NA,acclimated,adults,14,NA,adults,CTmax,LRR,water,NA,0.5,12,32.7,12
Caudata,Plethodontidae,Desmognathus orestes,LC,wild,NA,NA,NA,acclimated,adults,14,NA,adults,CTmax,LRR,water,NA,0.5,12,32.8,18
Caudata,Plethodontidae,Plethodon cinereus,LC,wild,NA,NA,NA,acclimated,adults,14,NA,adults,CTmax,LRR,water,NA,0.5,12,32.5,44
Caudata,Plethodontidae,Plethodon hubrichti,VU,wild,NA,NA,NA,acclimated,adults,14,NA,adults,CTmax,LRR,water,NA,0.5,12,32.1,11
Caudata,Plethodontidae,Plethodon richmondi,LC,wild,NA,NA,NA,acclimated,adults,14,NA,adults,CTmax,LRR,water,NA,0.5,12,32.7,14
Caudata,Plethodontidae,Plethodon virginia,NT,wild,NA,NA,NA,acclimated,adults,14,NA,adults,CTmax,LRR,water,NA,0.5,12,32,8
Caudata,Plethodontidae,Plethodon cylindraceus,LC,wild,NA,NA,NA,acclimated,adults,14,NA,adults,CTmax,LRR,water,NA,0.5,12,32.8,18
Caudata,Plethodontidae,Plethodon glutinosus,LC,wild,NA,NA,NA,acclimated,adults,14,NA,adults,CTmax,LRR,water,NA,0.5,12,33,33
Caudata,Plethodontidae,Plethodon montanus,LC,wild,NA,NA,NA,acclimated,adults,14,NA,adults,CTmax,LRR,water,NA,0.5,12,31.7,22
Caudata,Plethodontidae,Plethodon teyahalee,LC,wild,NA,NA,NA,acclimated,adults,14,NA,adults,CTmax,LRR,water,NA,0.5,12,32.6,16
Caudata,Plethodontidae,Plethodon punctatus,NT,wild,NA,NA,NA,acclimated,adults,14,NA,adults,CTmax,LRR,water,NA,0.5,12,31.9,6
Caudata,Plethodontidae,Plethodon wehrlei,LC,wild,NA,NA,NA,acclimated,adults,14,NA,adults,CTmax,LRR,water,NA,0.5,12,32.4,7
Anura,Bufonidae,Rhinella spinulosa,LC,wild,-22.88951667,-68.214925,2466,acclimated,adults,10,NA,adults,CTmax,LRR,body,10,2,10,37.36,5
Anura,Bufonidae,Rhinella spinulosa,LC,wild,-22.88951667,-68.214925,2466,acclimated,adults,20,NA,adults,CTmax,LRR,body,20,2,10,38.11,5
Anura,Bufonidae,Rhinella spinulosa,LC,wild,-33.3575,-70.30388889,2392,acclimated,adults,10,NA,adults,CTmax,LRR,body,10,2,10,36.39,2
Anura,Bufonidae,Rhinella spinulosa,LC,wild,-33.3575,-70.30388889,2392,acclimated,adults,20,NA,adults,CTmax,LRR,body,20,2,10,36.27,2
Anura,Bufonidae,Rhinella spinulosa,LC,wild,-37.47555556,-71.31944444,1409,acclimated,adults,10,NA,adults,CTmax,LRR,body,10,2,10,36.7,8
Anura,Bufonidae,Rhinella spinulosa,LC,wild,-37.47555556,-71.31944444,1409,acclimated,adults,20,NA,adults,CTmax,LRR,body,20,2,10,36.8,8
Anura,Strabomantidae,Bryophryne cophites,EN,wild,-11.1833,-71.1667,3445,acclimated,adults,18.5,2.5,adults,CTmax,LRR,water,18,1,NA,28,34
Anura,Strabomantidae,Bryophryne hanssaueri,LC,wild,-11.1833,-71.1667,3313,acclimated,adults,18.5,2.5,adults,CTmax,LRR,water,18,1,NA,24.8,34
Anura,Strabomantidae,Bryophryne nubilosus,LC,wild,-11.1833,-71.1667,2778,acclimated,adults,18.5,2.5,adults,CTmax,LRR,water,18,1,NA,27.3,34
Anura,Strabomantidae,Noblella myrmecoides,LC,wild,-11.1833,-71.1667,694,acclimated,adults,18.5,2.5,adults,CTmax,LRR,water,18,1,NA,30.9,34
Anura,Strabomantidae,Noblella pygmaea,LC,wild,-11.1833,-71.1667,3037,acclimated,adults,18.5,2.5,adults,CTmax,LRR,water,18,1,NA,26.6,34
Anura,Strabomantidae,Oreobates cruralis,LC,wild,-11.1833,-71.1667,325,acclimated,adults,18.5,2.5,adults,CTmax,LRR,water,18,1,NA,34.8,34
Anura,Strabomantidae,Oreobates gemcare,LC,wild,-11.1833,-71.1667,2675,acclimated,adults,18.5,2.5,adults,CTmax,LRR,water,18,1,NA,26.5,34
Anura,Strabomantidae,Oreobates granulosus,LC,wild,-11.1833,-71.1667,1485,acclimated,adults,18.5,2.5,adults,CTmax,LRR,water,18,1,NA,30.4,34
Anura,Strabomantidae,Pristimantis buccinator,LC,wild,-11.1833,-71.1667,450,acclimated,adults,18.5,2.5,adults,CTmax,LRR,water,18,1,NA,32.3,34
Anura,Strabomantidae,Pristimantis carvalhoi,LC,wild,-11.1833,-71.1667,675,acclimated,adults,18.5,2.5,adults,CTmax,LRR,water,18,1,NA,30.6,34
Anura,Strabomantidae,Pristimantis danae,LC,wild,-11.1833,-71.1667,1646,acclimated,adults,18.5,2.5,adults,CTmax,LRR,water,18,1,NA,29,34
Anura,Strabomantidae,Pristimantis lindae,LC,wild,-11.1833,-71.1667,1708,acclimated,adults,18.5,2.5,adults,CTmax,LRR,water,18,1,NA,27.1,34
Anura,Strabomantidae,Pristimantis ockendeni,LC,wild,-11.1833,-71.1667,735,acclimated,adults,18.5,2.5,adults,CTmax,LRR,water,18,1,NA,29.9,34
Anura,Strabomantidae,Pristimantis pharangobates,LC,wild,-11.1833,-71.1667,2200,acclimated,adults,18.5,2.5,adults,CTmax,LRR,water,18,1,NA,26.5,34
Anura,Strabomantidae,Pristimantis platydactylus,LC,wild,-11.1833,-71.1667,1730,acclimated,adults,18.5,2.5,adults,CTmax,LRR,water,18,1,NA,28.9,34
Anura,Strabomantidae,Pristimantis reichlei,DD,wild,-11.1833,-71.1667,725,acclimated,adults,18.5,2.5,adults,CTmax,LRR,water,18,1,NA,31.3,34
Anura,Strabomantidae,Pristimantis salaputium,LC,wild,-11.1833,-71.1667,1600,acclimated,adults,18.5,2.5,adults,CTmax,LRR,water,18,1,NA,29.2,34
Anura,Strabomantidae,Pristimantis toftae,LC,wild,-11.1833,-71.1667,996,acclimated,adults,18.5,2.5,adults,CTmax,LRR,water,18,1,NA,30.2,34
Anura,Strabomantidae,Psychrophrynella usurpator,NT,wild,-11.1833,-71.1667,3164,acclimated,adults,18.5,2.5,adults,CTmax,LRR,water,18,1,NA,28.2,34
Caudata,Plethodontidae,Eurycea nana,VU,wild,29.891328,-97.931878,200,field-fresh,NA,NA,NA,adults,CTmax,LRR,water,19,1,NA,35.8,10
Caudata,Plethodontidae,Eurycea nana,VU,wild,29.891328,-97.931878,200,field-fresh,NA,NA,NA,adults,CTmax,OS,water,19,1,NA,37.2,10
Caudata,Plethodontidae,Eurycea nana,VU,wild,29.891328,-97.931878,200,field-fresh,NA,NA,NA,juveniles,CTmax,LRR,water,19,1,NA,34.3,10
Caudata,Plethodontidae,Eurycea nana,VU,wild,29.891328,-97.931878,200,field-fresh,NA,NA,NA,juveniles,CTmax,OS,water,19,1,NA,35.8,10
Caudata,Plethodontidae,Aneides ferreus,NT,wild,41.966419,-123.000183,1411,acclimated,adults,13.5,7,adults,CTmax,LRR,water,NA,NA,NA,31.4,6
Caudata,Plethodontidae,Ensatina eschscholtzii,LC,wild,41.129328,-123.217163,1017,acclimated,adults,13.5,7,adults,CTmax,LRR,water,NA,NA,NA,30.3,2
Caudata,Plethodontidae,Plethodon dunni,LC,wild,46.5926635,-124.650879,390,acclimated,adults,13.5,7,adults,CTmax,LRR,water,NA,NA,NA,31.5,NA
Caudata,Plethodontidae,Plethodon vehiculum,LC,wild,46.5926635,-124.650879,390,acclimated,adults,13.5,7,adults,CTmax,LRR,water,NA,NA,NA,30.8,NA
Caudata,Rhyacotritonidae,Rhyacotriton olympicus,VU,wild,47.590189,-123.64563,661,acclimated,adults,13.5,7,adults,CTmax,LRR,water,NA,NA,NA,28.3,8
Caudata,Ambystomatidae,Ambystoma jeffersonianum,LC,wild,47.164973,-95.196698,490,field-fresh,NA,NA,NA,adults,CTmax,LRR,water,NA,NA,NA,36.2,6
Caudata,Ambystomatidae,Ambystoma tigrinum,LC,wild,44.996399,-93.061598,267,field-fresh,NA,NA,NA,adults,CTmax,LRR,water,NA,NA,NA,36.7,6
Anura,Ranidae,Rana clamitans,LC,wild,44.996399,-93.061598,267,field-fresh,NA,NA,NA,adults,CTmax,LRR,water,NA,NA,NA,36.3,2
Anura,Ranidae,Rana sylvatica,LC,wild,47.164973,-95.196698,490,field-fresh,NA,NA,NA,adults,CTmax,LRR,water,NA,NA,NA,34.8,8
Anura,Hylidae,Pseudacris crucifer,LC,wild,47.164973,-95.196698,490,field-fresh,NA,NA,NA,adults,CTmax,LRR,water,NA,NA,NA,36.2,6
Anura,Hylidae,Pachymedusa dacnicolor,LC,wild,24,-106.5,305,acclimated,adults,5,17.5,adults,CTmax,LRR,body,23,1,NA,28.8,10
Anura,Bufonidae,Anaxyrus boreas,LC,wild,33.979179,-118.032844,305,acclimated,adults,5,17.5,adults,CTmax,LRR,body,23,1,NA,35.2,10
Anura,Bufonidae,Anaxyrus boreas,LC,wild,33.646966,-117.689218,305,acclimated,adults,5,17.5,adults,CTmax,LRR,body,23,1,NA,35,10
Anura,Bufonidae,Anaxyrus boreas,LC,wild,33.619164,-117.692721,305,acclimated,adults,5,17.5,adults,CTmax,LRR,body,23,1,NA,34.9,10
Anura,Bufonidae,Anaxyrus boreas,LC,wild,33.646966,-117.689218,305,acclimated,adults,15,17.5,adults,CTmax,LRR,body,23,1,NA,36,10
Anura,Bufonidae,Anaxyrus boreas,LC,wild,33.619164,-117.692721,305,acclimated,adults,15,17.5,adults,CTmax,LRR,body,23,1,NA,36,10
Anura,Bufonidae,Anaxyrus boreas,LC,wild,33.646966,-117.689218,305,acclimated,adults,30,17.5,adults,CTmax,LRR,body,23,1,NA,37.8,10
Anura,Bufonidae,Anaxyrus boreas,LC,wild,33.619164,-117.692721,305,acclimated,adults,30,17.5,adults,CTmax,LRR,body,23,1,NA,38.1,10
Anura,Bufonidae,Anaxyrus boreas,LC,wild,51.091389,-121.586667,305,acclimated,adults,5,17.5,adults,CTmax,LRR,body,23,1,NA,34,10
Anura,Bufonidae,Anaxyrus boreas,LC,wild,51.091389,-121.586667,305,acclimated,adults,30,17.5,adults,CTmax,LRR,body,23,1,NA,35.5,10
Anura,Bufonidae,Anaxyrus boreas,LC,wild,39.326817,-120.087465,2743,acclimated,adults,5,17.5,adults,CTmax,LRR,body,23,1,NA,34.1,10
Anura,Bufonidae,Anaxyrus boreas,LC,wild,39.326817,-120.087465,2743,acclimated,adults,30,17.5,adults,CTmax,LRR,body,23,1,NA,36.5,10
Anura,Bufonidae,Anaxyrus canorus,EN,wild,37.911037,-119.25793,2743,acclimated,adults,5,17.5,adults,CTmax,LRR,body,23,1,NA,34.2,10
Anura,Bufonidae,Anaxyrus canorus,EN,wild,37.911037,-119.25793,2743,acclimated,adults,23,17.5,adults,CTmax,LRR,body,23,1,NA,36.3,10
Anura,Bufonidae,Anaxyrus canorus,EN,wild,37.911037,-119.25793,2743,acclimated,adults,26,17.5,adults,CTmax,LRR,body,23,1,NA,38,10
Anura,Bufonidae,Anaxyrus cognatus,LC,wild,31,-110.330881,305,acclimated,adults,5,17.5,adults,CTmax,LRR,body,23,1,NA,37.4,10
Anura,Bufonidae,Anaxyrus cognatus,LC,wild,31,-110.330881,305,acclimated,adults,23,17.5,adults,CTmax,LRR,body,23,1,NA,39.7,10
Anura,Bufonidae,Anaxyrus cognatus,LC,wild,31,-110.330881,305,acclimated,adults,30,17.5,adults,CTmax,LRR,body,23,1,NA,41.3,10
Anura,Bufonidae,Anaxyrus compactilis,LC,wild,22,-103.349438,1524,acclimated,adults,5,17.5,adults,CTmax,LRR,body,23,1,NA,33.9,10
Anura,Bufonidae,Anaxyrus compactilis,LC,wild,22,-103.349438,1524,acclimated,adults,30,17.5,adults,CTmax,LRR,body,23,1,NA,36.9,10
Anura,Bufonidae,Anaxyrus retiformis,LC,wild,27,-104.845462,305,acclimated,adults,5,17.5,adults,CTmax,LRR,body,23,1,NA,36.74,10
Anura,Bufonidae,Anaxyrus retiformis,LC,wild,27,-104.845462,305,acclimated,adults,23,17.5,adults,CTmax,LRR,body,23,1,NA,40,10
Anura,Bufonidae,Anaxyrus retiformis,LC,wild,27,-104.845462,305,acclimated,adults,30,17.5,adults,CTmax,LRR,body,23,1,NA,40.1,10
Anura,Bufonidae,Anaxyrus exsul,VU,wild,38,-117.985,1524,acclimated,adults,5,17.5,adults,CTmax,LRR,body,23,1,NA,35.1,10
Anura,Bufonidae,Anaxyrus exsul,VU,wild,38,-117.985,1524,acclimated,adults,23,17.5,adults,CTmax,LRR,body,23,1,NA,36.2,10
Anura,Bufonidae,Anaxyrus exsul,VU,wild,38,-117.985,1524,acclimated,adults,30,17.5,adults,CTmax,LRR,body,23,1,NA,37.1,10
Anura,Bufonidae,Anaxyrus fowleri,LC,wild,42,-73.13496,305,acclimated,adults,5,17.5,adults,CTmax,LRR,body,23,1,NA,33.8,10
Anura,Bufonidae,Anaxyrus fowleri,LC,wild,42,-73.13496,305,acclimated,adults,23,17.5,adults,CTmax,LRR,body,23,1,NA,36.6,10
Anura,Bufonidae,Anaxyrus nelsoni,EN,wild,36.908557,-116.759227,1524,acclimated,adults,5,17.5,adults,CTmax,LRR,body,23,1,NA,35.3,10
Anura,Bufonidae,Anaxyrus nelsoni,EN,wild,36.908557,-116.759227,1524,acclimated,adults,30,17.5,adults,CTmax,LRR,body,23,1,NA,36.2,10
Anura,Dendrobatidae,Dendrobates auratus,LC,wild,9.983333,-83.033333,305,acclimated,adults,26,17.5,adults,CTmax,LRR,body,23,1,NA,34.8,10
Anura,Hylidae,Hyla walkeri,VU,wild,16.747214,-92.646527,2256,acclimated,adults,5,17.5,adults,CTmax,LRR,body,23,1,NA,35.6,10
Anura,Hylidae,Hyla walkeri,VU,wild,16.747214,-92.646527,2256,acclimated,adults,26,17.5,adults,CTmax,LRR,body,23,1,NA,38.1,10
Anura,Bufonidae,Incilius alvarius,LC,wild,31,-110.330881,305,acclimated,adults,8,17.5,adults,CTmax,LRR,body,23,1,NA,35.9,10
Anura,Bufonidae,Incilius alvarius,LC,wild,31,-110.330881,305,acclimated,adults,23,17.5,adults,CTmax,LRR,body,23,1,NA,38.7,10
Anura,Bufonidae,Incilius alvarius,LC,wild,31,-110.330881,305,acclimated,adults,30,17.5,adults,CTmax,LRR,body,23,1,NA,39.9,10
Anura,Bufonidae,Incilius canaliferus,LC,wild,14.613333,-90.535278,914,acclimated,adults,26,17.5,adults,CTmax,LRR,body,23,1,NA,37.3,10
Anura,Bufonidae,Incilius marmoreus,LC,wild,17.059417,-96.721622,305,acclimated,adults,23,17.5,adults,CTmax,LRR,body,23,1,NA,39,10
Anura,Bufonidae,Incilius marmoreus,LC,wild,17.059417,-96.721622,305,acclimated,adults,30,17.5,adults,CTmax,LRR,body,23,1,NA,40.2,10
Anura,Bufonidae,Incilius mazatlanensis,LC,wild,27,-104.845462,305,acclimated,adults,15,17.5,adults,CTmax,LRR,body,23,1,NA,37.6,10
Anura,Bufonidae,Incilius mazatlanensis,LC,wild,27,-104.845462,305,acclimated,adults,23,17.5,adults,CTmax,LRR,body,23,1,NA,38.2,10
Anura,Bufonidae,Incilius mazatlanensis,LC,wild,27,-104.845462,305,acclimated,adults,30,17.5,adults,CTmax,LRR,body,23,1,NA,39.9,10
Anura,Leptodactylidae,Leptodactylus melanonotus,LC,wild,31,-110.330881,305,acclimated,adults,23,17.5,adults,CTmax,LRR,body,23,1,NA,35.9,10
Anura,Leptodactylidae,Leptodactylus melanonotus,LC,wild,31,-110.330881,305,acclimated,adults,30,17.5,adults,CTmax,LRR,body,23,1,NA,39.8,10
Anura,Ranidae,Rana catesbeiana,LC,wild,42,-73.13496,305,acclimated,adults,5,17.5,adults,CTmax,LRR,body,23,1,NA,31.7,10
Anura,Ranidae,Rana catesbeiana,LC,wild,42,-73.13496,305,acclimated,adults,23,17.5,adults,CTmax,LRR,body,23,1,NA,33.6,10
Anura,Ranidae,Rana palmipes,LC,wild,9.913056,-83.682778,579,acclimated,adults,26,17.5,adults,CTmax,LRR,body,23,1,NA,35.2,10
Anura,Ranidae,Rana palmipes,LC,wild,9.913056,-83.682778,579,acclimated,adults,30,17.5,adults,CTmax,LRR,body,23,1,NA,36.9,10
Anura,Ranidae,Rana palustris,LC,wild,42,-73.13496,305,acclimated,adults,5,17.5,adults,CTmax,LRR,body,23,1,NA,29.6,10
Anura,Ranidae,Rana palustris,LC,wild,42,-73.13496,305,acclimated,adults,23,17.5,adults,CTmax,LRR,body,23,1,NA,31.3,10
Anura,Ranidae,Rana pipiens,LC,wild,45,-89.646175,305,acclimated,adults,5,17.5,adults,CTmax,LRR,body,23,1,NA,31.4,100
Anura,Ranidae,Rana pipiens,LC,wild,45,-89.646175,305,acclimated,adults,23,17.5,adults,CTmax,LRR,body,23,1,NA,34.7,100
Anura,Ranidae,Rana pipiens,LC,wild,45,-89.646175,305,acclimated,adults,30,17.5,adults,CTmax,LRR,body,23,1,NA,35.4,100
Anura,Ranidae,Rana pipiens,LC,wild,10.01571,-83.788399,1555,acclimated,adults,5,17.5,adults,CTmax,LRR,body,23,1,NA,31,10
Anura,Ranidae,Rana pipiens,LC,wild,10.01571,-83.788399,1555,acclimated,adults,26,17.5,adults,CTmax,LRR,body,23,1,NA,35.7,10
Anura,Ranidae,Rana pipiens,LC,wild,16.747214,-92.646527,2012,acclimated,adults,5,17.5,adults,CTmax,LRR,body,23,1,NA,30,10
Anura,Ranidae,Rana pipiens,LC,wild,16.747214,-92.646527,2012,acclimated,adults,26,17.5,adults,CTmax,LRR,body,23,1,NA,37,10
