Seq.,Order,Family name,Family,Common name,Scientific_name,2025 IUCN Red List category,Residential_Commercial_Development,Agriculture_Aquaculture,Energy_Production_Mining,Transportation_Service_Corridors,Biological_Resource_Use,Human_Intrusions_Disturbance,Natural_System_Modifications,Invasive_Other_Problematic_Species,Pollution,Geological_Events,Climate_Change_Severe_Weather,Other_Options
180,GALLIFORMES,Odontophoridae,New World Quails,Spot-breasted Quail,Cyrtonyx sallei,NT,0,1,0,0,1,0,0,0,0,0,0,0
181,GALLIFORMES,Odontophoridae,New World Quails,Ocellated Quail,Cyrtonyx ocellatus,VU,0,1,1,0,1,1,1,0,0,0,0,0
182,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Udzungwa Forest-partridge,Xenoperdix udzungwensis,EN,0,1,0,0,1,1,1,0,0,0,0,0
183,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Crested Partridge,Rollulus rouloul,VU,0,1,0,0,1,0,1,0,0,0,0,0
184,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Hill Partridge,Arborophila torqueola,LC,0,0,0,0,0,0,0,0,0,0,0,0
185,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Rufous-throated Partridge,Arborophila rufogularis,LC,0,0,0,0,0,0,0,0,0,0,0,0
186,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",White-cheeked Partridge,Arborophila atrogularis,LC,0,1,0,0,1,0,0,0,0,0,0,0
187,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Taiwan Partridge,Arborophila crudigularis,LC,0,1,0,0,1,0,0,0,1,0,0,0
188,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Chestnut-breasted Partridge,Arborophila mandellii,NT,0,1,1,1,1,0,0,0,0,0,1,0
189,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Bar-backed Partridge,Arborophila brunneopectus,LC,0,0,0,0,0,0,0,0,0,0,0,0
190,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Sichuan Partridge,Arborophila rufipectus,VU,0,1,0,0,1,0,0,0,0,0,1,0
191,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Collared Partridge,Arborophila gingica,NT,1,1,1,1,1,1,0,0,0,0,0,0
192,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Orange-necked Partridge,Arborophila davidi,NT,0,1,0,0,1,0,0,0,0,0,0,0
193,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Chestnut-headed Partridge,Arborophila cambodiana,NT,0,0,0,0,1,0,0,0,0,0,0,0
194,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Malay Partridge,Arborophila campbelli,LC,0,0,0,0,0,0,0,0,0,0,0,0
195,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Tan-breasted Partridge,Arborophila rolli,LC,0,0,0,0,0,0,0,0,0,0,0,0
196,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Sumatran Partridge,Arborophila sumatrana,LC,0,0,0,0,0,0,0,0,0,0,0,0
197,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",White-faced Partridge,Arborophila orientalis,VU,0,1,0,0,1,0,0,0,0,0,0,0
198,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Chestnut-bellied Partridge,Arborophila javanica,LC,0,1,0,0,1,0,0,0,0,0,0,0
199,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Red-billed Partridge,Arborophila rubrirostris,LC,0,0,0,0,0,0,0,0,0,0,0,0
200,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Bornean Partridge,Arborophila hyperythra,LC,0,0,0,0,0,0,0,0,0,0,0,0
201,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Hainan Partridge,Arborophila ardens,VU,0,1,0,0,1,0,0,0,0,0,0,0
202,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Green-legged Partridge,Tropicoperdix chloropus,LC,0,1,0,0,1,0,0,0,0,0,0,0
203,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Tonkin Partridge,Tropicoperdix tonkinensis,LC,0,0,0,0,1,0,0,0,0,0,0,0
204,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Chestnut-necklaced Partridge,Tropicoperdix charltonii,VU,0,1,0,0,1,0,1,0,0,0,0,0
205,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Sabah Partridge,Tropicoperdix graydoni,NT,0,1,0,0,1,0,0,0,0,0,0,0
206,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Long-billed Partridge,Rhizothera longirostris,NT,0,1,0,0,1,0,0,0,0,0,0,0
207,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Dulit Partridge,Rhizothera dulitensis,DD,0,1,0,0,1,0,0,0,0,0,0,0
208,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Black Partridge,Melanoperdix niger,VU,0,1,0,0,1,0,1,0,0,0,0,0
209,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Crimson-headed Partridge,Haematortyx sanguiniceps,LC,0,0,0,0,0,0,0,0,0,0,0,0
210,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Ferruginous Partridge,Caloperdix oculeus,NT,0,1,0,0,1,0,0,0,0,0,1,0
211,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Red Spurfowl,Galloperdix spadicea,LC,0,0,0,0,0,0,0,0,0,0,0,0
212,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Painted Spurfowl,Galloperdix lunulata,LC,0,0,0,0,0,0,0,0,0,0,0,0
213,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Sri Lanka Spurfowl,Galloperdix bicalcarata,LC,0,0,0,0,0,0,0,0,0,0,0,0
214,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Congo Peafowl,Afropavo congensis,NT,0,1,1,0,1,1,0,0,0,0,0,0
215,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Indian Peafowl,Pavo cristatus,LC,0,0,0,0,0,0,0,0,0,0,0,0
216,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Green Peafowl,Pavo muticus,EN,1,1,0,0,1,1,0,0,0,0,0,0
217,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Great Argus,Argusianus argus,VU,0,1,0,0,1,0,0,0,0,0,1,0
218,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Annamite Crested Argus,Rheinardia ocellata,CR,0,1,0,1,1,0,0,0,0,0,0,0
219,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Malaysian Crested Argus,Rheinardia nigrescens,NT,0,0,0,0,1,0,0,0,0,0,0,0
220,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Palawan Peacock-Pheasant,Polyplectron napoleonis,VU,0,0,1,0,1,0,0,0,0,0,0,0
221,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Malay Peacock-Pheasant,Polyplectron malacense,EN,0,1,0,0,1,0,0,0,0,0,0,0
222,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Bornean Peacock-Pheasant,Polyplectron schleiermacheri,EN,0,1,0,0,1,0,1,0,0,0,0,0
223,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Germain's Peacock-Pheasant,Polyplectron germaini,VU,0,1,0,0,1,0,0,0,0,0,0,0
224,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Hainan Peacock-Pheasant,Polyplectron katsumatae,EN,0,0,0,0,1,0,0,0,0,0,0,0
225,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Grey Peacock-Pheasant,Polyplectron bicalcaratum,LC,0,0,0,0,0,0,0,0,0,0,0,0
226,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Mountain Peacock-Pheasant,Polyplectron inopinatum,NT,1,1,0,1,1,0,0,0,0,0,0,0
227,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Bronze-tailed Peacock-Pheasant,Polyplectron chalcurum,LC,0,0,0,0,0,0,0,0,0,0,0,0
228,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Madagascar Partridge,Margaroperdix madagarensis,LC,0,0,0,0,0,0,0,0,0,0,0,0
229,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Common Quail,Coturnix coturnix,LC,0,1,0,0,1,0,0,1,1,0,1,0
230,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Japanese Quail,Coturnix japonica,NT,0,1,0,0,1,0,0,0,0,0,1,0
231,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Rain Quail,Coturnix coromandelica,LC,0,0,0,0,0,0,0,0,0,0,0,0
232,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Harlequin Quail,Coturnix delegorguei,LC,0,0,0,0,0,0,0,0,0,0,0,0
233,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Stubble Quail,Coturnix pectoralis,LC,0,0,0,0,0,0,0,0,0,0,0,0
234,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",New Zealand Quail,Coturnix novaezelandiae,EX,0,1,0,0,1,0,1,1,0,0,0,0
235,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Brown Quail,Synoicus ypsilophorus,LC,0,0,0,0,0,0,0,0,0,0,0,0
236,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Asian Blue Quail,Synoicus chinensis,LC,0,0,0,0,0,0,0,0,0,0,0,0
237,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",African Blue Quail,Synoicus adansonii,LC,0,0,0,0,0,0,0,0,0,0,0,0
238,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Snow Mountain Quail,Anurophasis monorthonyx,LC,0,0,0,0,1,0,0,0,0,0,1,0
239,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Caucasian Snowcock,Tetraogallus caucasicus,LC,0,1,0,0,0,0,0,0,0,0,0,0
240,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Caspian Snowcock,Tetraogallus caspius,LC,0,0,0,0,0,0,0,0,0,0,0,0
241,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Himalayan Snowcock,Tetraogallus himalayensis,LC,0,0,0,0,0,0,0,0,0,0,0,0
242,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Tibetan Snowcock,Tetraogallus tibetanus,LC,0,0,0,0,0,0,0,0,0,0,0,0
243,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Altai Snowcock,Tetraogallus altaicus,LC,0,0,0,0,0,0,0,0,0,0,0,0
244,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Rock Partridge,Alectoris graeca,NT,1,1,0,0,1,0,0,1,0,0,1,0
245,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Chukar,Alectoris chukar,LC,0,1,0,0,0,0,0,0,1,0,1,0
246,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Przevalski's Partridge,Alectoris magna,LC,0,0,0,0,0,0,0,0,0,0,0,0
247,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Philby's Partridge,Alectoris philbyi,LC,0,0,0,0,1,0,0,0,0,0,0,0
248,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Barbary Partridge,Alectoris barbara,LC,0,0,0,0,0,0,0,0,0,0,0,0
249,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Red-legged Partridge,Alectoris rufa,NT,1,1,0,0,1,0,0,1,0,0,0,0
250,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Arabian Partridge,Alectoris melanocephala,LC,0,0,0,0,0,0,0,0,0,0,0,0
251,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Snow Partridge,Lerwa lerwa,LC,0,0,0,0,0,0,0,0,0,0,0,0
252,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",See-see Partridge,Ammoperdix griseogularis,LC,0,0,0,0,0,0,0,0,0,0,0,0
253,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Sand Partridge,Ammoperdix heyi,LC,0,0,0,0,0,0,0,0,0,0,0,0
254,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Jungle Bush-quail,Perdicula asiatica,LC,0,0,0,0,0,0,0,0,0,0,0,0
255,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Rock Bush-quail,Perdicula argoondah,LC,0,0,0,0,0,0,0,0,0,0,0,0
256,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Painted Bush-quail,Perdicula erythrorhyncha,LC,0,0,0,0,0,0,0,0,0,0,0,0
257,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Manipur Bush-quail,Perdicula manipurensis,CR,0,1,0,0,1,0,1,0,0,0,0,0
258,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Himalayan Quail,Ophrysia superciliosa,CR,0,0,1,0,1,0,0,0,0,0,1,0
259,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Hartlaub's Spurfowl,Pternistis hartlaubi,LC,0,0,0,0,0,0,0,0,0,0,1,0
260,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Double-spurred Spurfowl,Pternistis bicalcaratus,LC,0,0,0,0,0,0,0,0,0,0,0,0
261,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Heuglin's Spurfowl,Pternistis icterorhynchus,LC,0,0,0,0,0,0,0,0,0,0,0,0
262,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Clapperton's Spurfowl,Pternistis clappertoni,LC,0,0,0,0,0,0,0,0,0,0,0,0
263,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Harwood's Spurfowl,Pternistis harwoodi,NT,0,1,0,0,1,0,0,0,0,0,0,0
264,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Red-billed Spurfowl,Pternistis adspersus,LC,0,0,0,0,0,0,0,0,0,0,0,0
265,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Cape Spurfowl,Pternistis capensis,LC,0,0,0,0,0,0,0,0,0,0,1,0
266,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Natal Spurfowl,Pternistis natalensis,LC,0,0,0,0,0,0,0,0,0,0,0,0
267,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Hildebrandt's Spurfowl,Pternistis hildebrandti,LC,0,0,0,0,0,0,0,0,0,0,0,0
268,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Ahanta Spurfowl,Pternistis ahantensis,LC,0,0,0,0,0,0,0,0,0,0,0,0
269,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Scaly Spurfowl,Pternistis squamatus,LC,0,0,0,0,0,0,0,0,0,0,0,0
270,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Grey-striped Spurfowl,Pternistis griseostriatus,LC,1,1,0,0,1,0,0,0,0,0,0,0
271,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Yellow-necked Spurfowl,Pternistis leucoscepus,LC,0,0,0,0,0,0,0,0,0,0,0,0
272,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Grey-breasted Spurfowl,Pternistis rufopictus,LC,0,0,0,0,0,0,0,0,0,0,0,0
273,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Red-necked Spurfowl,Pternistis afer,LC,0,0,0,0,0,0,0,0,0,0,0,0
274,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Swainson's Spurfowl,Pternistis swainsonii,LC,0,0,0,0,0,0,0,0,0,0,0,0
275,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Jackson's Spurfowl,Pternistis jacksoni,LC,0,0,0,0,1,0,0,0,0,0,0,0
276,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Handsome Spurfowl,Pternistis nobilis,LC,0,0,0,0,0,0,0,0,0,0,0,0
277,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Mount Cameroon Spurfowl,Pternistis camerunensis,EN,0,1,0,0,1,0,1,0,0,1,0,0
278,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Swierstra's Spurfowl,Pternistis swierstrai,VU,0,1,0,0,1,0,1,0,0,0,1,0
279,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Chestnut-naped Spurfowl,Pternistis castaneicollis,LC,0,0,0,0,0,0,0,0,0,0,0,0
280,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Black-fronted Spurfowl,Pternistis atrifrons,EN,0,1,0,0,1,0,0,0,0,0,1,0
281,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Erckel's Spurfowl,Pternistis erckelii,LC,0,0,0,0,0,0,0,0,0,0,0,0
282,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Djibouti Spurfowl,Pternistis ochropectus,CR,0,1,0,0,1,1,0,0,1,0,1,0
283,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Black Francolin,Francolinus francolinus,LC,1,1,0,0,1,0,0,0,0,0,0,0
284,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Painted Francolin,Francolinus pictus,LC,0,0,0,0,0,0,0,0,0,0,0,0
285,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Chinese Francolin,Francolinus pintadeanus,LC,0,0,0,0,0,0,0,0,0,0,0,0
286,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Grey Francolin,Ortygornis pondicerianus,LC,0,0,0,0,0,0,0,0,0,0,0,0
287,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Swamp Francolin,Ortygornis gularis,NT,0,1,0,0,1,1,0,1,1,0,0,0
288,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Crested Francolin,Ortygornis sephaena,LC,0,0,0,0,0,0,0,0,0,0,0,0
289,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Coqui Francolin,Campocolinus coqui,LC,0,0,0,0,0,0,0,0,0,0,0,0
290,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",White-throated Francolin,Campocolinus albogularis,LC,0,0,0,0,0,0,0,0,0,0,0,0
291,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Schlegel's Francolin,Campocolinus schlegelii,LC,0,0,0,0,0,0,0,0,0,0,0,0
292,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Forest Francolin,Peliperdix lathami,LC,0,0,0,0,0,0,0,0,0,0,0,0
293,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Ring-necked Francolin,Scleroptila streptophora,LC,0,1,0,0,1,0,0,0,0,0,0,0
294,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Red-winged Francolin,Scleroptila levaillantii,LC,0,0,0,0,0,0,0,0,0,0,0,0
295,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Grey-winged Francolin,Scleroptila afra,LC,0,0,0,0,0,0,0,0,0,0,1,0
296,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Finsch's Francolin,Scleroptila finschi,LC,0,0,0,0,0,0,0,0,0,0,0,0
297,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Moorland Francolin,Scleroptila psilolaema,NT,0,1,0,0,1,0,0,0,0,0,0,0
298,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Elgon Francolin,Scleroptila elgonensis,LC,0,1,0,0,1,0,1,0,0,0,0,0
299,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Shelley's Francolin,Scleroptila shelleyi,LC,0,0,0,0,0,0,0,0,0,0,0,0
300,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Whyte's Francolin,Scleroptila whytei,LC,0,0,0,0,0,0,0,0,0,0,0,0
301,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Orange River Francolin,Scleroptila gutturalis,LC,0,0,0,0,0,0,0,0,0,0,0,0
302,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Mountain Bamboo-partridge,Bambusicola fytchii,LC,0,0,0,0,0,0,0,0,0,0,0,0
303,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Chinese Bamboo-partridge,Bambusicola thoracicus,LC,0,0,0,0,0,0,0,0,0,0,0,0
304,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Taiwan Bamboo-partridge,Bambusicola sonorivox,LC,0,0,0,0,0,0,0,0,0,0,0,0
305,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Red Junglefowl,Gallus gallus,LC,0,0,0,0,0,0,0,1,0,0,0,0
306,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Grey Junglefowl,Gallus sonneratii,LC,0,0,0,0,0,0,0,0,0,0,0,0
307,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Sri Lanka Junglefowl,Gallus lafayettii,LC,0,0,0,0,0,0,0,0,0,0,0,0
308,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Green Junglefowl,Gallus varius,LC,0,0,0,0,0,0,0,0,0,0,0,0
309,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Chestnut-throated Partridge,Tetraophasis obscurus,LC,0,0,0,0,0,0,0,0,0,0,0,0
310,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Buff-throated Partridge,Tetraophasis szechenyii,LC,0,0,0,0,0,0,0,0,0,0,0,0
311,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Himalayan Monal,Lophophorus impejanus,LC,0,0,0,0,0,0,0,0,0,0,0,0
312,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Sclater's Monal,Lophophorus sclateri,LC,0,0,0,0,1,0,0,0,0,0,1,0
313,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Chinese Monal,Lophophorus lhuysii,VU,0,1,0,0,1,0,0,0,0,0,0,0
314,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Western Tragopan,Tragopan melanocephalus,VU,1,1,1,1,1,0,1,0,1,0,1,0
315,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Satyr Tragopan,Tragopan satyra,LC,0,1,0,0,1,0,0,0,0,0,0,0
316,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Blyth's Tragopan,Tragopan blythii,VU,1,1,1,1,1,0,1,0,0,0,0,0
317,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Temminck's Tragopan,Tragopan temminckii,LC,0,0,0,0,0,0,0,0,0,0,0,0
318,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Cabot's Tragopan,Tragopan caboti,VU,0,1,0,0,1,0,0,1,0,0,0,0
319,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Blood Pheasant,Ithaginis cruentus,LC,0,0,0,0,0,0,0,0,0,0,0,0
320,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Koklass Pheasant,Pucrasia macrolopha,LC,0,0,0,0,0,0,0,0,0,0,0,0
321,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Elliot's Pheasant,Syrmaticus ellioti,LC,0,1,0,0,1,0,1,0,0,0,0,0
322,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Mrs Hume's Pheasant,Syrmaticus humiae,VU,1,1,0,0,1,0,0,0,0,0,0,0
323,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Mikado Pheasant,Syrmaticus mikado,LC,0,0,0,0,1,0,0,0,0,0,0,0
324,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Copper Pheasant,Syrmaticus soemmerringii,LC,0,1,0,0,1,0,0,1,0,0,0,0
325,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Reeves's Pheasant,Syrmaticus reevesii,VU,0,1,0,0,1,0,0,0,0,0,0,0
326,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Golden Pheasant,Chrysolophus pictus,LC,0,0,0,0,0,0,0,0,0,0,0,0
327,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Lady Amherst's Pheasant,Chrysolophus amherstiae,LC,0,0,0,0,0,0,0,0,0,0,0,0
328,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Common Pheasant,Phasianus colchicus,LC,0,0,0,0,0,0,0,0,0,0,0,0
329,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Green Pheasant,Phasianus versicolor,LC,0,0,0,0,0,0,0,0,0,0,0,0
330,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",White Eared-pheasant,Crossoptilon crossoptilon,LC,0,0,0,0,1,0,0,0,0,0,0,0
331,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Tibetan Eared-pheasant,Crossoptilon harmani,LC,0,1,0,0,1,0,0,0,0,0,0,0
332,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Brown Eared-pheasant,Crossoptilon mantchuricum,LC,1,1,0,0,1,1,0,0,0,0,0,0
333,GALLIFORMES,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Blue Eared-pheasant,Crossoptilon auritum,LC,0,0,0,0,0,0,0,0,0,0,0,0
